mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
8271455384165,06/07/2022 8:17:56,EJS 8071,28/09/2016 20:12:39,Ferrari,1500,2725,Salmon,Bumper dent,Repair,67313517,51372800,13995,IWV380543MU,31/08/2017,PETROL/ELECTRIC,6,8,29/01/2018
9589216778897,02/07/2017 23:42:52,WFM 9735,25/11/2021 3:00:52,Buick,Mustang,1955,Beige,Paint swirls,TotalLoss/Repair,85736947,111419957.6,42356,CHB674618TT,08/04/2021,PETROL/ELECTRIC,0,4 ,13/09/2016
6619496679116,08/02/2016 20:01:01,IXN 6315,02/09/2023 7:02:35,Land Rover,Passat,2204,Lavender,Roof rack dent,TotalLoss,10674343,24360096,21549,WZE549459LI,01/02/2017,PETROL/ELECTRIC,0,7,15/01/2022
3792071782724,02/11/2022 6:46:52,BNB 4786,22/11/2022 6:15:16,Ram,MX-5 Miata,965,Black,Dented bumper sill,Repair,85545743,12972548,43939,WZE195468AO,24/12/2021,PETROL,2,0,09/12/2018
4671672953033,10/12/2018 18:30:54,YLM 3255,30/03/2022 8:26:44,Acura,CX-9,838,Indigo,Scratched quarter sill,Repair,72638512,11797767,62004,CHB314745RH,31/03/2022,DIESEL,5,6,27/06/2019
2678224269010,01/09/2023 12:51:28,RIJ 6710,25/11/2015 20:03:06,Mazda,XC60,2549,White,Roof rack scrape,TotalLoss,79590207,550269711,21496,ZOC194788BE,06/02/2021,ELECTRIC,4,3,09/09/2018
7925470745998,07/09/2020 7:21:33,YPC 5895,20/12/2021 15:12:26,Toyota,Kona,1451,Coral,Roof rack scrape,TotalLoss,34312491,321993558,13938,IWV959005QA,26/08/2019,ELECTRIC,0,9,20/03/2023
8400959219556,16/04/2023 7:53:08,OHP 6292,05/06/2015 22:52:10,Ford,Maxima,1082,Green,Broken wheel cover,TotalLoss/Repair,76175245,84147898.2,83277,IWV826135SM,20/05/2023,DIESEL/MHEV,0,9,21/01/2015
3421876474817,25/03/2018 20:25:21,BSE 3015,10/02/2016 8:03:00,Chrysler,ILX,2146,Brown,Roof dent,Repair,65657980,47249967,92655,ZOC810509OS,18/06/2015,DIESEL,3,3,02/04/2015
3639241291535,03/08/2015 1:10:38,RAV 2174,09/08/2015 8:55:16,Chevrolet,Outlander,884,Pink,Keyed doors,TotalLoss/Repair,26209392,29868128.0,93762,IWV887776YW,31/01/2019,DIESEL,4,6,23/09/2020
2554119328456,15/02/2023 7:04:18,LGG 0659,16/11/2015 17:57:07,GMC,500X,1329,Teal,Roof rack scuffs,Repair,87318562,78934906,52762,WZE512804BM,18/11/2020,PETROL/LPG,6,9,03/08/2021
8304520199771,20/05/2022 9:36:37,WHN 2975,19/05/2019 11:23:02,Lexus,Clubman,1362,Blue,Front bumper damage,TotalLoss,70637512,600591259,93848,WZE174261WC,10/07/2017,ELECTRIC,4,4 ,13/04/2015
7967476831472,01/10/2019 13:49:33,KVU 3817,23/01/2023 1:41:53,BMW,Model 3,2998,Plum,Bent roof rack,TotalLoss,26943964,42903267,76103,CHB561782YP,08/01/2019,DIESEL,5,0,25/04/2022
7910476187902,16/08/2022 17:32:10,CIK 7251,05/02/2020 14:35:12,Infiniti,XT5,802,Olive,Roof dent,Repair,12364513,178433,42016,ZOC920513WJ,13/07/2020,DIESEL/MHEV,2,9,08/08/2023
5448708933978,18/03/2022 20:49:05,MTF 0435,26/04/2016 21:55:34,Volvo,Flying Spur,3356,Pink,Side panel dent,TotalLoss,53340021,338090275,61375,IWV987424GU,21/01/2022,PETROL/LPG,5,6,08/12/2017
2126294274723,14/04/2017 21:19:23,FRF 4365,13/10/2019 1:45:19,Tesla,ILX,1382,Purple,Roof rack dent,TotalLoss/Repair,14299080,18384369.3,96084,CHB703765LM,18/12/2018,PETROL/LPG,6,6,10/09/2019
6473320439506,29/07/2018 23:57:37,KJO 3540,21/04/2017 18:22:25,Aston Martin,Chiron,4399,Beige,Broken tailgate handle,TotalLoss,31695194,56382985,68328,ZOC416888ET,10/08/2020,PETROL,0,3,07/07/2022
8939558220723,08/06/2018 2:41:22,DNP 0479,17/05/2021 13:23:53,Alfa Romeo,Pacifica,3639,Turquoise,Bumper scrape,Repair,42239870,9108638,23979,WZE173353GK,21/12/2015,PETROL/ELECTRIC,0,0,24/08/2017
1710978239232,24/10/2019 10:40:05,HQR 4594,10/02/2020 18:27:24,Lexus,Giulia,1324,Pink,Chipped quarter sill,Repair,31316708,9275202,75269,CHB248037HZ,17/10/2019,PETROL/ALCOHOL,4,6,14/11/2015
1977610796714,25/01/2015 1:20:56,UTP 3367,21/12/2017 2:31:51,GMC,500X,3040,Olive,Chipped bumper sill,Repair,50627442,16024423,37803,PRC113597IX,10/01/2020,PETROL/ELECTRIC,3,5,09/10/2020
5861336133444,05/03/2021 21:01:29,TUB 5149,01/11/2020 11:22:44,Chevrolet,Crosstrek,2030,Indigo,Bumper ding,TotalLoss/Repair,39971816,50047207.8,38620,CHB965140WF,12/05/2020,DIESEL/MHEV,0,5,22/08/2019
3397167483570,14/11/2020 1:31:20,SNM 2872,05/02/2019 20:21:19,Lexus,5 Series,3539,Charcoal,Roof rack dent,TotalLoss/Repair,42286187,51346367.9,59303,ZOC396197CV,25/03/2019,DIESEL,3,5,04/08/2020
6388432177002,07/05/2020 19:23:35,EWA 4891,26/08/2020 22:04:04,Acura,300,2843,Black,Roof rack sill,TotalLoss/Repair,68050798,75865536.8,26042,CHB448100PC,10/02/2016,ELECTRIC,6,4 ,30/06/2015
2886441604957,01/07/2019 12:54:37,BNU 7907,18/12/2017 16:01:01,Fiat,4 Series,3533,Silver,Chipped bumper sill,TotalLoss,2400211,21838968,89452,CHB763284JF,04/04/2015,PETROL/ELECTRIC,3,2,12/08/2021
1758425025787,22/02/2017 12:40:06,ZHD 6697,15/12/2015 15:21:03,Cadillac,Outlander,1411,Red,Dented roof rack sill,TotalLoss/Repair,87756703,102501994.3,16521,IWV500368HP,18/02/2022,DIESEL/ELECTRIC,6,4 ,12/07/2022
8255254977521,12/04/2020 23:45:59,HNQ 9784,08/03/2020 3:44:28,Audi,La Voiture Noire,3700,Gray,Dented fender,TotalLoss,50335199,146920368,6410,WZE525999VT,10/02/2022,DIESEL/ELECTRIC,4,5,31/08/2015
7511688056768,11/01/2020 13:28:08,HMJ 1529,21/03/2021 7:33:20,Hyundai,Continental,3385,Beige,Scratched side mirror sill,Repair,55227383,44081082,76346,CHB570008JG,03/11/2017,DIESEL,4,4 ,06/09/2016
1045273103905,22/01/2018 2:52:01,STP 4660,05/05/2017 6:30:23,Mazda,Enclave,3667,Brown,Keyed quarter panel,Repair,43389641,1327489,79868,PRC402534DJ,26/02/2019,PETROL/ELECTRIC,0,6,18/01/2018
4175770483018,10/08/2020 3:16:28,EPA 4372,21/01/2016 15:42:53,Rolls-Royce,500X,4178,Maroon,Chipped roof sill,Repair,91827353,57776382,56605,WZE952876CA,19/07/2019,DIESEL/ELECTRIC,0,8,07/04/2017
3767063704749,27/06/2021 22:42:25,EOP 8073,28/06/2023 19:08:25,Porsche,Renegade,3993,Blue,Scratched door handle sill,TotalLoss/Repair,31428352,37108350.5,93883,IWV343873OH,16/01/2022,PETROL/LPG,4,2,13/09/2022
3013582103688,27/05/2015 22:32:10,DJL 3194,20/04/2022 17:21:18,Lexus,Q3,2429,Gray,Keyed trunk,TotalLoss/Repair,14746112,16870962.1,81233,CHB568096EK,05/05/2020,PETROL/LPG,4,4 ,16/10/2017
3275050298882,27/12/2020 7:47:27,EYI 0787,03/12/2021 8:00:28,Volvo,Pacifica,3889,Teal,Roof dent,Repair,99712784,98700693,21805,ZOC630206JT,28/05/2016,ELECTRIC,5,8,30/12/2017
3521598451986,02/11/2015 15:23:41,PUT 1520,02/10/2015 16:35:26,Dodge,Corolla,3349,White,Roof rack dent,TotalLoss,53598551,478685092,7250,PRC608898SX,01/10/2016,PETROL/LPG,0,5,23/08/2023
8137292908381,13/06/2016 4:56:40,RFR 4652,17/08/2020 12:29:22,Honda,CX-9,2272,Magenta,Roof sill chip,TotalLoss,19776049,23613574,48099,ZOC463178IS,01/04/2023,PETROL/ALCOHOL,3,3,20/01/2023
4618881242164,12/04/2020 5:58:33,IKR 0375,27/08/2017 3:35:13,Jaguar,Explorer,3255,Lavender,Roof sill chip,TotalLoss/Repair,44378115,49290555.7,21110,CHB901242TJ,05/11/2018,DIESEL/ELECTRIC,4,9,26/05/2019
7957677324022,21/08/2017 15:22:39,TBU 1222,12/09/2020 15:45:19,Cadillac,720S,2237,Magenta,Chipped bumper scrape,TotalLoss/Repair,29524879,34781931.4,94798,PRC479766SC,03/11/2022,PETROL/ALCOHOL,2,8,18/05/2023
6152077917395,25/02/2019 9:26:30,BHR 9316,09/02/2018 23:09:37,Cadillac,CLA,2335,Brown,Roof sill chip,TotalLoss,11537956,109840632,27667,ZOC370472GU,18/02/2016,DIESEL,5,5,07/01/2015
7141409271212,30/08/2022 20:15:21,YHL 8792,17/03/2019 4:18:41,Bentley,Q3,3833,Gray,Dinged roof sill,Repair,429301,355040,15913,PRC598688DP,20/07/2022,PETROL/LPG,2,8,29/01/2022
2837526546674,14/09/2017 15:35:45,DHZ 7601,08/01/2018 3:01:37,Ram,Sonata,4351,Blue,Chipped roof rack sill,TotalLoss/Repair,77970434,92291040.4,7301,ZOC841367NC,28/08/2023,ELECTRIC,0,4 ,05/02/2016
8977319610471,28/03/2021 3:29:58,ZSQ 0631,18/04/2015 6:42:44,Ferrari,Kona,2303,Tan,Roof rack dent,TotalLoss,7663841,17026370,31337,PRC170617EG,27/07/2021,ELECTRIC,6,2,19/09/2019
6329781308797,01/07/2021 10:47:13,VHM 0983,24/10/2022 6:47:13,Land Rover,Civic,1931,Plum,Roof rack dent,TotalLoss/Repair,69956433,89941882.8,31595,ZOC762912RU,28/03/2019,PETROL/ALCOHOL,4,4 ,22/12/2017
6515378039278,18/12/2015 22:47:47,WAF 2344,17/09/2021 21:04:38,Ferrari,Chiron,4015,Purple,Scratched front door,TotalLoss/Repair,76942664,90442559.7,12563,PRC624897FR,27/02/2016,DIESEL,0,9,08/01/2023
1489258592857,26/07/2021 16:11:33,TWM 0655,29/07/2018 18:25:03,BMW,Sportage,3209,Plum,Rear bumper scrape,Repair,70660899,18855521,71607,ZOC810060UO,30/01/2020,DIESEL/MHEV,5,8,25/02/2015
5428926198473,27/04/2021 10:56:02,OAV 2675,27/03/2017 21:54:19,Hyundai,Maxima,1344,Slate,Front bumper dent,Repair,53876773,6181202,9414,ZOC939573AP,05/04/2016,DIESEL,6,9,16/03/2017
1952276078408,01/05/2015 10:14:01,HCC 1770,17/08/2023 8:56:38,Hyundai,MDX,890,Magenta,Side mirror ding,TotalLoss,69601319,471369318,91012,CHB931179HM,30/03/2017,PETROL/LPG,4,8,01/07/2017
5417375723177,21/08/2017 20:41:53,TES 2109,18/01/2021 8:58:46,Porsche,XF,2029,Maroon,Dented roof sill,TotalLoss/Repair,64987590,73534169.4,48729,CHB789335NH,24/08/2022,ELECTRIC,5,8,27/04/2018
3307664481395,30/05/2019 12:14:04,KCE 6921,12/12/2015 18:30:44,Bugatti,Corolla,1794,Orange,Roof rail damage,TotalLoss,17656577,135606352,17154,IWV626501RX,21/06/2015,PETROL/ALCOHOL,5,0,17/06/2023
3099649319311,18/07/2019 18:05:21,EGG 5831,12/11/2020 23:04:24,Acura,Vantage,1510,Orange,Roof sill dent,TotalLoss/Repair,41707011,49769498.5,44528,ZOC429560RL,03/03/2016,PETROL/LPG,3,9,10/05/2015
5887630233594,24/01/2018 0:32:34,JMI 4397,01/11/2020 10:57:11,Audi,Yukon,1902,Teal,Roof rack chip,Repair,91896323,55566194,88356,PRC947452NC,02/04/2015,DIESEL/MHEV,2,4 ,27/08/2023
1413394285076,05/04/2015 9:26:59,RDL 5973,26/04/2016 21:16:02,Jaguar,Explorer,3779,White,Bumper scuffs,TotalLoss/Repair,88701098,98365532.2,77202,PRC718194DM,26/09/2022,DIESEL/ELECTRIC,5,7,10/01/2022
3630003787526,19/02/2021 1:14:00,ELW 0180,06/09/2017 2:03:30,Aston Martin,812 Superfast,2615,Yellow,Chipped bumper sill,TotalLoss/Repair,39846314,46960882.3,25623,IWV482236QX,19/07/2018,PETROL/ELECTRIC,2,2,06/01/2018
9515120097601,23/08/2022 19:05:35,FIZ 2348,05/02/2019 21:47:54,GMC,500X,2763,Magenta,Roof rack ding,Repair,7061747,3002809,37488,CHB542027OW,07/09/2016,DIESEL/MHEV,6,4 ,13/03/2017
2537505281768,23/12/2022 19:13:57,TYR 4889,30/05/2020 0:36:28,Ram,Sportage,1662,Silver,Roof rack chip,TotalLoss/Repair,69121208,84051503.0,29860,CHB911532XV,02/08/2019,DIESEL,4,6,16/10/2015
6335738017601,24/12/2020 19:20:08,JUM 2262,13/07/2018 22:57:37,Alfa Romeo,4 Series,1963,Brown,Side mirror scrape,Repair,80652570,70961467,94484,WZE590968TO,26/09/2019,DIESEL/ELECTRIC,3,5,07/12/2016
4270585968993,16/06/2019 3:37:57,JCK 3762,09/12/2019 11:18:48,Bentley,Ghibli,1266,Green,Roof rack chip,Repair,34620672,31904382,68657,WZE190360MN,27/02/2017,PETROL/LPG,3,7,05/09/2019
6936784073882,03/07/2016 16:19:01,AIA 2898,02/04/2021 12:26:30,Fiat,Maxima,2980,Beige,Dinged quarter panel,TotalLoss/Repair,77855899,94507530.0,74993,IWV191579LG,04/05/2020,PETROL/ALCOHOL,5,9,15/03/2019
5365496713325,15/05/2017 6:46:43,LWA 2758,14/02/2020 19:11:37,Bentley,Q3,3169,Orange,Tailgate chip,Repair,27974838,1239669,92449,ZOC876198UY,21/12/2018,DIESEL,3,2,06/11/2022
3952583509473,29/01/2023 7:58:51,WXT 6198,07/06/2017 7:00:33,Audi,S4,3644,Brown,Broken roof rack sill,TotalLoss/Repair,25568010,29589922.6,82879,CHB746879FH,02/07/2015,DIESEL,4,4 ,01/06/2017
8479314999794,21/06/2017 23:56:57,AKV 5986,01/12/2016 12:43:44,Honda,Pacifica,1099,Lavender,Roof rack scrape,TotalLoss/Repair,8179170,9234247.9,64883,ZOC996427UI,01/02/2021,DIESEL/ELECTRIC,6,6,22/10/2018
2405000969511,05/02/2020 3:08:48,AYX 5856,04/08/2021 18:52:08,Lamborghini,1500,3803,White,Roof rack scuffs,TotalLoss/Repair,96879860,112008634.4,52254,IWV158931FM,11/08/2018,PETROL/LPG,4,4 ,09/02/2022
4434800950683,24/09/2017 3:31:13,TRL 2170,03/09/2020 10:27:27,Alfa Romeo,Optima,1527,Black,Dinged roof sill,TotalLoss/Repair,23024684,27138281.3,34248,CHB446036JZ,29/12/2021,PETROL/LPG,0,4 ,16/03/2019
3623645627754,20/06/2020 0:03:37,QAN 3409,06/10/2018 7:37:55,BMW,Impreza,4147,Brown,Scratched quarter window sill,Repair,19086433,4716389,87917,ZOC985957XT,27/08/2021,DIESEL,4,4 ,03/07/2017
8456886114999,02/06/2015 16:36:51,XEM 3159,27/04/2023 1:38:36,Chrysler,XF,2082,Olive,Fender bender damage,TotalLoss,37725431,272102106,73271,CHB869797RI,09/12/2021,PETROL/ALCOHOL,6,7,12/06/2016
2725248382318,23/03/2018 17:39:27,ZCH 6865,01/04/2020 8:02:53,Bugatti,Cruze,1381,Teal,Bumper ding,Repair,8599684,1660269,74911,IWV211670TN,18/09/2016,PETROL/ELECTRIC,5,5,06/01/2018
5279176391684,26/07/2015 14:10:20,GSQ 4201,14/03/2022 21:43:11,Mazda,Phantom,1740,Ruby,Roof rack sill,TotalLoss,60097126,294420553,522,ZOC531994FS,02/07/2021,DIESEL/MHEV,3,7,25/06/2021
1506656997630,05/07/2017 19:14:02,ACP 3829,21/09/2019 23:23:55,Buick,Challenger,3883,Indigo,Roof rack chip,Repair,24361769,15974141,30899,CHB501513SA,17/01/2022,DIESEL/ELECTRIC,2,4 ,06/02/2019
9110360403555,23/06/2020 15:59:32,ZTW 9146,31/01/2015 16:24:27,Tesla,Touareg,2456,Brown,Side mirror scrape,TotalLoss,98120776,541382343,40672,WZE844502UF,04/08/2019,PETROL/LPG,6,7,18/03/2019
6320568640461,22/08/2023 13:33:01,KZB 1905,16/07/2020 6:19:27,Mitsubishi,Cruze,4156,Ruby,Scratched quarter sill,TotalLoss,87890315,431540210,98984,CHB219665GE,23/11/2015,PETROL/LPG,4,9,05/08/2016
6236200575526,30/08/2023 11:36:52,EIN 0702,21/02/2015 4:09:27,Volvo,500X,3338,Blue,Dinged roof sill,Repair,43035058,2280174,28569,PRC581346JI,29/01/2023,DIESEL,2,6,25/12/2021
6025937335718,06/09/2021 23:42:38,XLC 6618,08/01/2020 2:06:08,Ferrari,CX-9,1417,Salmon,Scratched door frame sill,TotalLoss,21683424,129086247,36904,IWV681375BO,06/07/2023,PETROL/ELECTRIC,4,0,03/12/2019
5911678294945,28/08/2022 16:14:50,SJA 5474,17/01/2022 6:33:20,Land Rover,Huracan,3859,Teal,Side door dent,Repair,38267561,6355843,35510,CHB352296NJ,30/11/2020,DIESEL/MHEV,5,4 ,16/06/2015
5898196308476,04/03/2023 19:54:06,KOM 6772,28/11/2020 8:53:00,Hyundai,Civic,4365,White,Bumper scuffs,Repair,55443956,14475485,61163,IWV688764PM,18/11/2022,PETROL,0,9,19/06/2017
3517589925087,14/04/2022 1:34:50,ONH 7383,28/09/2017 2:02:00,Chrysler,Ghost,4093,Silver,Roof rack scrape,TotalLoss,6116612,14078508,43169,WZE582067KA,06/12/2019,PETROL/ELECTRIC,3,0,07/01/2019
9558222231575,20/10/2020 19:53:12,KCW 7250,28/08/2022 15:07:13,Porsche,Touareg,1048,Cyan,Roof rack dent,TotalLoss,58642242,502783154,37398,WZE219850XA,13/04/2022,ELECTRIC,5,4 ,02/07/2015
7843274508929,26/09/2022 3:31:34,AIN 4024,08/09/2021 14:41:00,Volkswagen,Sportage,2956,Yellow,Chipped bumper sill,TotalLoss,29716510,176017050,34046,PRC355225BM,23/12/2020,DIESEL/ELECTRIC,5,6,27/07/2016
6260293081605,26/09/2015 4:18:31,DMO 0265,28/06/2021 20:16:05,GMC,Model X,1982,Olive,Roof rack dent,TotalLoss,17646104,66013059,20268,ZOC587472ZD,20/11/2021,DIESEL/ELECTRIC,3,7,09/10/2020
8311347342787,27/05/2019 15:15:58,KWK 8264,13/09/2020 0:45:23,Ram,Rav4,2940,Coral,Chipped door sill,Repair,93540891,37452012,94089,PRC105755EK,03/06/2015,ELECTRIC,2,5,21/09/2017
1689745464184,07/10/2022 11:35:38,EHZ 7014,20/07/2021 22:08:23,Land Rover,Q3,4107,Gray,Fender bender chip,TotalLoss/Repair,35935169,42291390.2,56419,ZOC151339ZY,24/12/2017,ELECTRIC,6,6,05/08/2020
9374573113279,12/03/2022 20:50:41,RVW 3092,19/05/2017 23:54:42,Bentley,Huracan,1258,Orange,Bumper dent,Repair,10166931,1580931,69302,WZE634119FT,13/04/2015,DIESEL/MHEV,2,2,02/01/2021
8090534881239,24/04/2016 14:05:18,JXE 8389,28/01/2019 8:46:05,Jeep,Outback,1035,Red,Roof rack scrape,TotalLoss,15527293,48764187,88118,PRC424845TP,13/02/2018,ELECTRIC,4,5,13/12/2018
7758816925358,18/11/2022 6:07:24,MTK 7841,19/07/2017 13:41:33,Acura,Escape,4254,Ruby,Roof rack scrape,Repair,92758728,77063534,47450,CHB365002PO,22/04/2022,DIESEL/MHEV,0,0,06/01/2022
8150621712717,15/07/2021 4:40:47,IHG 5917,03/11/2017 9:48:43,Ferrari,Phantom,1741,Gold,Roof rack chip,Repair,56579273,56508398,73694,CHB213711MA,06/11/2021,DIESEL/MHEV,5,8,06/04/2018
1315054032043,12/03/2016 7:57:05,DMW 3311,06/06/2021 5:25:22,Rolls-Royce,DB11,2669,Beige,Tailgate scrape,TotalLoss/Repair,54653786,68643959.6,64012,ZOC104712OR,31/12/2017,DIESEL/ELECTRIC,3,0,11/05/2017
2147087786076,13/09/2020 17:44:26,VKY 4965,05/10/2021 3:11:41,Aston Martin,Wrangler,2572,Magenta,Roof rack ding,TotalLoss/Repair,48743547,54062478.1,3644,ZOC800634JR,02/04/2015,PETROL,2,2,30/01/2016
4258173800101,14/02/2019 20:07:23,NKE 4078,31/08/2015 22:30:32,Kia,S4,1407,Orange,Chipped roof sill,TotalLoss,45219369,377999102,10558,IWV735366IX,21/12/2015,DIESEL/ELECTRIC,3,9,05/05/2020
7092284697671,22/08/2016 13:37:54,KQT 6720,14/10/2015 9:42:13,Subaru,Stelvio,2436,Slate,Broken wheel cover,TotalLoss,73797258,648302829,36532,CHB189185LI,06/06/2016,PETROL/ELECTRIC,4,6,22/04/2020
9099233220234,27/04/2017 17:15:49,WQE 5353,22/11/2018 6:08:43,Kia,5 Series,1320,Green,Dented side sill,TotalLoss/Repair,87243693,111619967.8,46537,ZOC820994NP,07/10/2017,PETROL,4,4 ,24/06/2016
4350022380624,13/02/2017 8:58:24,OOZ 6532,06/02/2018 3:35:42,Rolls-Royce,Ascent,3365,Indigo,Roof rack sill,Repair,49267039,22939643,41086,WZE318814EC,08/07/2017,DIESEL/MHEV,5,6,11/10/2016
5612176503741,20/12/2016 18:07:47,QDU 0754,05/11/2018 23:53:31,Lamborghini,Kona,1704,Pink,Broken side window,Repair,92237007,80611090,6543,PRC471122DX,07/12/2021,PETROL,4,5,23/02/2021
8459155788391,08/09/2016 11:31:38,DQA 3138,13/09/2020 11:03:12,Mazda,CX-9,2580,Blue,Dented side window sill,Repair,42399556,12109005,2911,IWV579073UD,12/08/2022,PETROL,0,0,23/07/2023
3158072487941,16/04/2019 7:47:48,BGZ 8121,02/03/2020 10:01:13,Mazda,Sonata,961,Cyan,Paint oxidation,Repair,712790,379593,41945,CHB709438PK,12/07/2022,DIESEL/MHEV,4,0,24/06/2015
6402509836107,07/10/2015 21:33:18,EQL 8036,05/01/2023 12:23:27,Ford,Flying Spur,3016,Salmon,Dinged quarter sill,TotalLoss,68373969,537511633,32953,CHB892622ZQ,19/10/2016,PETROL/ALCOHOL,0,6,22/08/2020
8528445881492,02/07/2019 11:34:53,UNB 3177,26/02/2022 11:46:15,Aston Martin,Rav4,3880,Black,Chipped bumper sill,TotalLoss,62141383,354577588,72451,IWV394715ES,09/02/2023,DIESEL/ELECTRIC,0,3,23/09/2018
3676003106732,14/10/2015 21:25:16,DBN 9339,30/10/2017 20:01:09,Mitsubishi,Renegade,4023,Ivory,Roof rack dent,TotalLoss/Repair,19009978,24237480.5,60846,ZOC999357GI,07/11/2021,DIESEL,0,9,09/06/2015
7775574431168,24/10/2018 1:41:06,DPE 1067,15/10/2017 22:34:19,Land Rover,Range Rover Sport,2600,Olive,Chipped bumper scrape,Repair,87023209,36901998,37942,IWV308006BG,01/04/2016,DIESEL,2,2,13/02/2021
2254040651396,15/06/2015 7:35:44,YVL 3507,05/02/2020 3:23:42,Kia,Impreza,2466,Orange,Roof rack chip,Repair,16718015,11276204,46312,WZE574788NF,24/03/2017,DIESEL/ELECTRIC,2,7,13/09/2017
2572340849926,27/10/2017 11:10:54,PHX 7823,08/03/2023 19:54:26,Dodge,Model Y,3676,White,Roof rack dent,Repair,60287990,56096051,55633,PRC594788GH,23/11/2022,PETROL/ALCOHOL,0,4 ,28/06/2020
6633286119200,03/06/2019 19:04:22,YSH 0967,15/10/2018 0:33:18,Ford,Kona,2617,Magenta,Chipped bumper scrape,Repair,42041615,25318252,35165,PRC271433XZ,01/05/2020,PETROL,3,3,19/01/2017
9842413724324,14/08/2017 9:40:48,PES 4010,02/02/2019 0:51:40,Land Rover,500X,1752,Slate,Dinged roof sill,Repair,88100550,57193178,90476,PRC742317OF,22/12/2020,PETROL/ALCOHOL,2,7,20/04/2015
2589064311927,14/10/2016 10:01:43,GRE 5845,01/10/2015 10:48:42,Ferrari,Vantage,1081,Olive,Front bumper dent,TotalLoss/Repair,89309038,110953564.9,59777,WZE905457CO,02/02/2022,DIESEL/MHEV,5,2,02/10/2015
6114415618767,05/01/2015 4:01:52,GAO 5699,04/07/2017 20:43:04,Audi,Ascent,2551,Ivory,Bent side mirror,Repair,99204126,46394321,5914,CHB279853LU,05/01/2017,PETROL/ELECTRIC,0,7,26/03/2019
7081674967366,09/09/2022 9:52:24,QSN 3457,27/02/2016 17:58:35,Honda,Enclave,2301,Ivory,Roof dent,TotalLoss,52827454,492211108,89421,CHB519583JH,17/01/2019,DIESEL/ELECTRIC,2,6,24/02/2016
8201520170963,12/08/2018 5:14:09,WRT 7965,16/05/2017 15:00:53,Rolls-Royce,Model Y,1667,Cyan,Dented roof sill,TotalLoss,60174491,137799826,94492,IWV508899TE,14/09/2018,DIESEL/MHEV,0,9,19/10/2022
8041191975497,04/09/2018 20:02:39,LWJ 9768,06/11/2017 2:52:22,Nissan,C-Class,3522,Purple,Roof rack dent,TotalLoss/Repair,65683936,81570768.8,41585,IWV181779FU,29/02/2020,PETROL/ELECTRIC,6,2,06/03/2017
8765507387314,07/11/2015 19:05:22,TZZ 9553,13/01/2021 4:50:08,Mercedes-Benz,CX-30,4378,Yellow,Front bumper dent,TotalLoss,23729580,75407777,67187,WZE976498RX,23/09/2019,PETROL/LPG,6,5,31/10/2016
6695844992345,24/06/2018 15:46:41,PHY 7317,28/12/2021 14:28:15,Lamborghini,Civic,2415,Cyan,Dented grille,TotalLoss,78059236,160111787,22203,IWV257555IX,18/12/2015,PETROL/ALCOHOL,4,5,30/09/2020
5744416931416,23/04/2017 23:36:50,HTK 2607,30/08/2021 17:10:34,Maserati,Cruze,2183,Maroon,Chipped roof sill,TotalLoss,59366098,228725618,12535,IWV439970OJ,23/09/2021,PETROL/ALCOHOL,5,2,15/04/2018
1772411475764,25/04/2015 6:24:11,CJZ 9939,13/09/2021 20:10:57,Ram,Murano,2811,Brown,Dented side sill,Repair,50611116,37518736,88720,CHB830613KO,02/01/2022,ELECTRIC,3,7,15/05/2016
9822764338595,18/03/2023 16:53:27,MZV 4597,14/04/2021 20:38:44,Chevrolet,Sonata,3087,Tan,Bent frame,TotalLoss/Repair,92277282,106878918.4,57366,ZOC993236UR,01/03/2015,PETROL,5,6,21/11/2022
7587487213695,12/11/2018 11:03:59,UEM 7074,18/08/2017 12:43:09,Hyundai,812 Superfast,3260,Purple,Roof sill chip,TotalLoss,60900016,506717948,63435,IWV140006DR,08/03/2021,PETROL/ALCOHOL,3,8,13/02/2023
3321241049198,26/11/2021 14:00:54,ETG 8915,30/11/2017 3:30:08,Cadillac,MDX,2923,Plum,Bent bumper,TotalLoss/Repair,60928594,73972635.4,47205,CHB444814AZ,13/03/2020,PETROL/LPG,0,2,30/09/2020
6790450906761,26/04/2019 3:42:53,AHI 7356,03/01/2022 12:56:57,Nissan,Optima,3742,Charcoal,Front bumper dent,Repair,68646543,55352674,64995,CHB134581YL,08/07/2020,DIESEL/MHEV,2,7,11/06/2017
1335423284976,16/04/2019 6:45:50,ZGF 3852,05/07/2018 21:35:25,Mazda,A6,3478,Pink,Keyed quarter panel,TotalLoss/Repair,65254375,82824500.4,94598,IWV181821IX,13/03/2022,DIESEL/ELECTRIC,6,0,13/08/2022
2976080646560,22/07/2023 2:59:46,SIC 8377,16/08/2017 13:41:05,Kia,Chiron,2637,Ruby,Dinged roof sill,Repair,549177,13573,29006,WZE573052JV,17/12/2022,DIESEL/ELECTRIC,2,2,27/10/2017
8922939506214,19/02/2015 23:55:24,NMO 5072,03/10/2015 15:26:29,Toyota,S60,1191,Cyan,Dinged roof sill,TotalLoss/Repair,23166880,28855611.6,92210,IWV459650BZ,25/04/2021,PETROL/ELECTRIC,2,2,14/03/2022
